time_s,fused_source_id
3.005,4
3.01,4
3.015,4
3.02,4
3.025,4
3.03,4
3.035,4
3.04,4
3.045,4
3.05,4
3.055,4
3.06,4
3.065,4
3.07,4
3.075,4
3.08,4
3.085,4
3.09,4
3.095,4
3.1,4
3.105,4
3.11,4
3.115,4
3.12,4
3.125,4
3.13,4
3.135,4
3.14,4
3.145,4
3.15,4
3.155,4
3.16,4
3.165,5
3.17,6
3.175,5
3.18,6
3.185,5
3.19,6
3.195,5
3.2,6
3.205,5
3.21,6
3.215,5
3.22,6
3.225,5
3.23,6
3.235,5
3.24,6
3.245,5
3.25,6
3.255,5
3.26,6
3.265,5
3.27,6
3.275,5
3.28,6
3.285,6
3.29,5
3.295,5
3.3,6
3.305,5
3.31,6
3.315,5
3.32,6
3.325,5
3.33,6
3.335,5
3.34,6
3.345,5
3.35,6
3.355,5
3.36,6
3.365,6
3.37,5
3.375,6
3.38,5
3.385,5
3.39,6
3.395,5
3.4,6
3.405,5
3.41,6
3.415,5
3.42,6
3.425,5
3.43,6
3.435,5
3.44,6
3.445,5
3.45,6
3.455,5
3.46,5
3.465,6
3.47,5
3.475,6
3.48,5
3.485,6
3.49,6
3.495,5
3.5,5
3.505,6
3.51,5
3.515,6
3.52,5
3.525,6
3.53,5
3.535,6
3.54,5
3.545,6
3.55,6
3.555,5
3.56,5
3.565,6
3.57,6
3.575,5
3.58,5
3.585,6
3.59,5
3.595,6
3.6,5
3.605,6
3.61,5
3.615,6
3.62,5
3.625,6
3.63,6
3.635,5
3.64,5
3.645,6
3.65,6
3.655,5
3.66,5
3.665,6
3.67,5
3.675,6
3.68,5
3.685,6
3.69,5
3.695,6
3.7,5
3.705,6
3.71,5
3.715,6
3.72,5
3.725,6
3.73,5
3.735,6
3.74,5
3.745,5
3.75,5
3.755,6
3.76,5
3.765,6
3.77,5
3.775,6
3.78,5
3.785,6
3.79,5
3.795,6
3.8,5
3.805,6
3.81,5
3.815,6
3.82,6
3.825,5
3.83,6
3.835,5
3.84,5
3.845,6
3.85,6
3.855,5
3.86,6
3.865,5
3.87,4
3.875,4
3.88,4
3.885,4
3.89,4
3.895,4
3.9,4
3.905,4
3.91,4
3.915,4
3.92,4
3.925,4
3.93,4
3.935,4
3.94,4
3.945,4
3.95,4
3.955,4
3.96,4
3.965,4
3.97,4
3.975,4
3.98,4
3.985,4
3.99,4
3.995,4
4,4
4.005,4
4.01,4
4.015,4
4.02,4
4.025,4
4.03,4
4.035,4
4.04,4
4.045,4
4.05,4
4.055,4
4.06,4
4.065,4
4.07,4
4.075,4
4.08,4
4.085,4
4.09,4
4.095,4
4.1,4
4.105,4
4.11,4
4.115,4
4.12,4
4.125,4
4.13,4
4.135,4
4.14,4
4.145,4
4.15,4
4.155,4
4.16,4
4.165,4
4.17,5
4.175,6
4.18,5
4.185,6
4.19,5
4.195,6
4.2,5
4.205,5
4.21,6
4.215,6
4.22,5
4.225,5
4.23,6
4.235,6
4.24,5
4.245,6
4.25,5
4.255,6
4.26,6
4.265,5
4.27,6
4.275,5
4.28,6
4.285,5
4.29,6
4.295,5
4.3,6
4.305,5
4.31,6
4.315,5
4.32,6
4.325,5
4.33,6
4.335,5
4.34,6
4.345,5
4.35,5
4.355,6
4.36,6
4.365,5
4.37,6
4.375,5
4.38,6
4.385,5
4.39,6
4.395,5
4.4,6
4.405,5
4.41,6
4.415,5
4.42,6
4.425,5
4.43,6
4.435,5
4.44,5
4.445,5
4.45,5
4.455,5
4.46,5
4.465,6
4.47,6
4.475,5
4.48,6
4.485,5
4.49,6
4.495,5
4.5,6
4.505,5
4.51,5
4.515,6
4.52,6
4.525,5
4.53,5
4.535,6
4.54,5
4.545,5
4.55,6
4.555,5
4.56,5
4.565,5
4.57,5
4.575,5
4.58,5
4.585,6
4.59,6
4.595,5
4.6,6
4.605,5
4.61,6
4.615,5
4.62,5
4.625,6
4.63,5
4.635,6
4.64,6
4.645,5
4.65,6
4.655,5
4.66,6
4.665,5
4.67,6
4.675,5
4.68,6
4.685,5
4.69,5
4.695,6
4.7,6
4.705,5
4.71,5
4.715,6
4.72,5
4.725,5
4.73,6
4.735,6
4.74,5
4.745,5
4.75,6
4.755,5
4.76,6
4.765,5
4.77,6
4.775,5
4.78,6
4.785,5
4.79,6
4.795,5
4.8,6
4.805,5
4.81,6
4.815,5
4.82,6
4.825,6
4.83,5
4.835,5
4.84,6
4.845,5
4.85,6
4.855,5
4.86,6
4.865,4
4.87,4
4.875,4
4.88,4
4.885,4
4.89,4
4.895,4
4.9,4
4.905,4
4.91,4
4.915,4
4.92,4
4.925,4
4.93,4
4.935,4
4.94,4
4.945,4
4.95,4
4.955,4
4.96,4
4.965,4
4.97,4
4.975,4
4.98,4
4.985,4
4.99,4
4.995,4
5,4
5.005,4
5.01,4
5.015,4
5.02,4
5.025,4
5.03,4
5.035,4
5.04,4
5.045,4
5.05,4
5.055,4
5.06,4
5.065,4
5.07,4
5.075,4
5.08,4
5.085,4
5.09,4
5.095,4
5.1,4
5.105,4
5.11,4
5.115,4
5.12,4
5.125,4
5.13,4
5.135,4
5.14,4
5.145,4
5.15,4
5.155,4
5.16,4
5.165,4
5.17,4
5.175,4
5.18,4
5.185,4
5.19,4
5.195,4
5.2,4
5.205,4
5.21,4
5.215,4
5.22,4
5.225,4
5.23,4
5.235,4
5.24,4
5.245,4
5.25,4
5.255,4
5.26,4
5.265,4
5.27,4
5.275,4
5.28,4
5.285,4
5.29,4
5.295,4
5.3,4
5.305,4
5.31,4
5.315,4
5.32,4
5.325,4
5.33,4
5.335,4
5.34,4
5.345,4
5.35,4
5.355,4
5.36,4
5.365,4
5.37,4
5.375,4
5.38,4
5.385,4
5.39,4
5.395,4
5.4,4
5.405,4
5.41,4
5.415,4
5.42,4
5.425,4
5.43,4
5.435,4
5.44,4
5.445,4
5.45,4
5.455,4
5.46,4
5.465,4
5.47,4
5.475,4
5.48,4
5.485,4
5.49,4
5.495,4
5.5,4
5.505,4
5.51,4
5.515,4
5.52,4
5.525,4
5.53,4
5.535,4
5.54,4
5.545,4
5.55,4
5.555,4
5.56,4
5.565,4
5.57,4
5.575,4
5.58,4
5.585,4
5.59,4
5.595,4
5.6,4
5.605,4
5.61,4
5.615,4
5.62,4
5.625,4
5.63,4
5.635,4
5.64,4
5.645,4
5.65,4
5.655,4
5.66,4
5.665,4
5.67,4
5.675,4
5.68,4
5.685,4
5.69,4
5.695,4
5.7,4
5.705,4
5.71,4
5.715,4
5.72,4
5.725,4
5.73,4
5.735,4
5.74,4
5.745,4
5.75,4
5.755,4
5.76,4
5.765,4
5.77,4
5.775,4
5.78,4
5.785,4
5.79,4
5.795,4
5.8,4
5.805,4
5.81,4
5.815,4
5.82,4
5.825,4
5.83,4
5.835,4
5.84,4
5.845,4
5.85,4
5.855,4
5.86,4
5.865,4
5.87,4
5.875,4
5.88,4
5.885,4
5.89,4
5.895,4
5.9,4
5.905,4
5.91,4
5.915,4
5.92,4
5.925,4
5.93,4
5.935,4
5.94,4
5.945,4
5.95,4
5.955,4
5.96,4
5.965,4
5.97,4
5.975,4
5.98,4
5.985,4
5.99,4
5.995,4
6,4
6.005,4
6.01,4
6.015,4
6.02,4
6.025,4
6.03,4
6.035,4
6.04,4
6.045,4
6.05,4
6.055,4
6.06,4
6.065,4
6.07,4
6.075,4
6.08,4
6.085,4
6.09,4
6.095,4
6.1,4
6.105,4
6.11,4
6.115,4
6.12,4
6.125,4
6.13,4
6.135,4
6.14,4
6.145,4
6.15,4
6.155,4
6.16,4
6.165,4
6.17,4
6.175,4
6.18,4
6.185,4
6.19,4
6.195,4
6.2,4
6.205,4
6.21,4
6.215,4
6.22,4
6.225,4
6.23,4
6.235,4
6.24,4
6.245,4
6.25,4
6.255,4
6.26,4
6.265,4
6.27,4
6.275,4
6.28,4
6.285,4
6.29,4
6.295,4
6.3,4
6.305,4
6.31,4
6.315,4
6.32,4
6.325,4
6.33,4
6.335,4
6.34,4
6.345,4
6.35,4
6.355,4
6.36,4
6.365,4
6.37,4
6.375,4
6.38,4
6.385,4
6.39,4
6.395,4
6.4,4
6.405,4
6.41,4
6.415,4
6.42,4
6.425,4
6.43,4
6.435,4
6.44,4
6.445,4
6.45,4
6.455,4
6.46,4
6.465,4
6.47,4
6.475,4
6.48,4
6.485,4
6.49,4
6.495,4
6.5,4
6.505,4
6.51,4
6.515,4
6.52,4
6.525,4
6.53,4
6.535,4
6.54,4
6.545,4
6.55,4
6.555,4
6.56,4
6.565,4
6.57,4
6.575,4
6.58,4
6.585,4
6.59,4
6.595,4
6.6,4
6.605,4
6.61,4
6.615,4
6.62,4
6.625,4
6.63,4
6.635,4
6.64,4
6.645,4
6.65,4
6.655,4
6.66,4
6.665,4
6.67,4
6.675,4
6.68,4
6.685,4
6.69,4
6.695,4
6.7,4
6.705,4
6.71,4
6.715,4
6.72,4
6.725,4
6.73,4
6.735,4
6.74,4
6.745,4
6.75,4
6.755,4
6.76,4
6.765,4
6.77,4
6.775,4
6.78,4
6.785,4
6.79,4
6.795,4
6.8,4
6.805,4
6.81,4
6.815,4
6.82,4
6.825,4
6.83,4
6.835,4
6.84,4
6.845,4
6.85,4
6.855,4
6.86,4
6.865,4
6.87,4
6.875,4
6.88,4
6.885,4
6.89,4
6.895,4
6.9,4
6.905,4
6.91,4
6.915,4
6.92,4
6.925,4
6.93,4
6.935,4
6.94,4
6.945,4
6.95,4
6.955,4
6.96,4
6.965,4
6.97,4
6.975,4
6.98,4
6.985,4
6.99,4
6.995,4
7,4
7.005,4
7.01,4
7.015,4
7.02,4
7.025,4
7.03,4
7.035,4
7.04,4
7.045,4
7.05,4
7.055,4
7.06,4
7.065,4
7.07,4
7.075,4
7.08,4
7.085,4
7.09,4
7.095,4
7.1,4
7.105,4
7.11,4
7.115,4
7.12,4
7.125,4
7.13,4
7.135,4
7.14,4
7.145,4
7.15,4
7.155,4
7.16,4
7.165,4
7.17,4
7.175,4
7.18,4
7.185,4
7.19,4
7.195,4
7.2,4
7.205,4
7.21,4
7.215,4
7.22,4
7.225,4
7.23,4
7.235,4
7.24,4
7.245,4
7.25,4
7.255,4
7.26,4
7.265,4
7.27,4
7.275,4
7.28,4
7.285,4
7.29,4
7.295,4
7.3,4
7.305,4
7.31,4
7.315,4
7.32,4
7.325,4
7.33,4
7.335,4
7.34,4
7.345,4
7.35,4
7.355,4
7.36,4
7.365,4
7.37,4
7.375,4
7.38,4
7.385,4
7.39,4
7.395,4
7.4,4
7.405,4
7.41,4
7.415,4
7.42,4
7.425,4
7.43,4
7.435,4
7.44,4
7.445,4
7.45,4
7.455,4
7.46,4
7.465,4
7.47,4
7.475,4
7.48,4
7.485,4
7.49,4
7.495,4
7.5,4
7.505,4
7.51,4
7.515,4
7.52,4
7.525,4
