time_s,Mux2_1_ch1,Mux2_1_ch2,Mux2_1_ch3,Mux2_1_ch4,Mux2_1_ch5,Mux2_1_ch6
0.495,0,0,0,0,0,0
0.5,0,0,0,0,0,0
0.505,0,0,0,0,0,0
0.51,0,0,0,0,0,0
0.515,0,0,0,0,0,0
0.52,0,0,0,0,0,0
0.525,0,0,0,0,0,0
0.53,0,0,0,0,0,0
0.535,0,0,0,0,0,0
0.54,0,0,0,0,0,0
0.545,0,0,0,0,0,0
0.55,0,0,0,0,0,0
0.555,0,0,0,0,0,0
0.56,0,0,0,0,0,0
0.565,0,0,0,0,0,0
0.57,0,0,0,0,0,0
0.575,0,0,0,0,0,0
0.58,0,0,0,0,0,0
0.585,0,0,0,0,0,0
0.59,0,0,0,0,0,0
0.595,0,0,0,0,0,0
0.6,0,0,0,0,0,0
0.605,0,0,0,0,0,0
0.61,0,0,0,0,0,0
0.615,0,0,0,0,0,0
0.62,0,0,0,0,0,0
0.625,0,0,0,0,0,0
0.63,0,0,0,0,0,0
0.635,0,0,0,0,0,0
0.64,0,0,0,0,0,0
0.645,0,0,0,0,0,0
0.65,0,0,0,0,0,0
0.655,0,0,0,0,0,0
0.66,0,0,0,0,0,0
0.665,0,0,0,0,0,0
0.67,0,0,0,0,0,0
0.675,0,0,0,0,0,0
0.68,0,0,0,0,0,0
0.685,0,0,0,0,0,0
0.69,0,0,0,0,0,0
0.695,0,0,0,0,0,0
0.7,0,0,0,0,0,0
0.705,0,0,0,0,0,0
0.71,0,0,0,0,0,0
0.715,0,0,0,0,0,0
0.72,0,0,0,0,0,0
0.725,0,0,0,0,0,0
0.73,0,0,0,0,0,0
0.735,0,0,0,0,0,0
0.74,0,0,0,0,0,0
0.745,0,0,0,0,0,0
0.75,0,0,0,0,0,0
0.755,0,0,0,0,0,0
0.76,0,0,0,0,0,0
0.765,0,0,0,0,0,0
0.77,0,0,0,0,0,0
0.775,0,0,0,0,0,0
0.78,0,0,0,0,0,0
0.785,0,0,0,0,0,0
0.79,0,0,0,0,0,0
0.795,0,0,0,0,0,0
0.8,0,0,0,0,0,0
0.805,0,0,0,0,0,0
0.81,0,0,0,0,0,0
0.815,0,0,0,0,0,0
0.82,0,0,0,0,0,0
0.825,0,0,0,0,0,0
0.83,0,0,0,0,0,0
0.835,0,0,0,0,0,0
0.84,0,0,0,0,0,0
0.845,0,0,0,0,0,0
0.85,0,0,0,0,0,0
0.855,0,0,0,0,0,0
0.86,0,0,0,0,0,0
0.865,0,0,0,0,0,0
0.87,0,0,0,0,0,0
0.875,0,0,0,0,0,0
0.88,0,0,0,0,0,0
0.885,0,0,0,0,0,0
0.89,0,0,0,0,0,0
0.895,0,0,0,0,0,0
0.9,0,0,0,0,0,0
0.905,0,0,0,0,0,0
0.91,0,0,0,0,0,0
0.915,0,0,0,0,0,0
0.92,0,0,0,0,0,0
0.925,0,0,0,0,0,0
0.93,0,0,0,0,0,0
0.935,0,0,0,0,0,0
0.94,0,0,0,0,0,0
0.945,0,0,0,0,0,0
0.95,0,0,0,0,0,0
0.955,0,0,0,0,0,0
0.96,0,0,0,0,0,0
0.965,0,0,0,0,0,0
0.97,0,0,0,0,0,0
0.975,0,0,0,0,0,0
0.98,0,0,0,0,0,0
0.985,0,0,0,0,0,0
0.99,0,0,0,0,0,0
0.995,0,0,0,0,0,0
1,0,0,0,0,0,0
1.005,0,0,0,0,0,0
1.01,0,0,0,0,0,0
1.015,0,0,0,0,0,0
1.02,0,0,0,0,0,0
1.025,0,0,0,0,0,0
1.03,0,0,0,0,0,0
1.035,0,0,0,0,0,0
1.04,0,0,0,0,0,0
1.045,0,0,0,0,0,0
1.05,0,0,0,0,0,0
1.055,0,0,0,0,0,0
1.06,0,0,0,0,0,0
1.065,0,0,0,0,0,0
1.07,0,0,0,0,0,0
1.075,0,0,0,0,0,0
1.08,0,0,0,0,0,0
1.085,0,0,0,0,0,0
1.09,0,0,0,0,0,0
1.095,0,0,0,0,0,0
1.1,0,0,0,0,0,0
1.105,0,0,0,0,0,0
1.11,0,0,0,0,0,0
1.115,0,0,0,0,0,0
1.12,0,0,0,0,0,0
1.125,0,0,0,0,0,0
1.13,0,0,0,0,0,0
1.135,0,0,0,0,0,0
1.14,0,0,0,0,0,0
1.145,0,0,0,0,0,0
1.15,0,0,0,0,0,0
1.155,0,0,0,0,0,0
1.16,0,0,0,0,0,0
1.165,0,0,0,0,0,0
1.17,0,0,0,0,0,0
1.175,0,0,0,0,0,0
1.18,0,0,0,0,0,0
1.185,0,0,0,0,0,0
1.19,0,0,0,0,0,0
1.195,0,0,0,0,0,0
1.2,0,0,0,0,0,0
1.205,0,0,0,0,0,0
1.21,0,0,0,0,0,0
1.215,0,0,0,0,0,0
1.22,0,0,0,0,0,0
1.225,0,0,0,0,0,0
1.23,0,0,0,0,0,0
1.235,0,0,0,0,0,0
1.24,0,0,0,0,0,0
1.245,0,0,0,0,0,0
1.25,0,0,0,0,0,0
1.255,0,0,0,0,0,0
1.26,0,0,0,0,0,0
1.265,0,0,0,0,0,0
1.27,0,0,0,0,0,0
1.275,0,0,0,0,0,0
1.28,0,0,0,0,0,0
1.285,0,0,0,0,0,0
1.29,0,0,0,0,0,0
1.295,0,0,0,0,0,0
1.3,0,0,0,0,0,0
1.305,0,0,0,0,0,0
1.31,0,0,0,0,0,0
1.315,0,0,0,0,0,0
1.32,0,0,0,0,0,0
1.325,0,0,0,0,0,0
1.33,0,0,0,0,0,0
1.335,0,0,0,0,0,0
1.34,0,0,0,0,0,0
1.345,0,0,0,0,0,0
1.35,0,0,0,0,0,0
1.355,0,0,0,0,0,0
1.36,0,0,0,0,0,0
1.365,0,0,0,0,0,0
1.37,0,0,0,0,0,0
1.375,0,0,0,0,0,0
1.38,0,0,0,0,0,0
1.385,0,0,0,0,0,0
1.39,0,0,0,0,0,0
1.395,0,0,0,0,0,0
1.4,0,0,0,0,0,0
1.405,0,0,0,0,0,0
1.41,0,0,0,0,0,0
1.415,0,0,0,0,0,0
1.42,0,0,0,0,0,0
1.425,0,0,0,0,0,0
1.43,0,0,0,0,0,0
1.435,0,0,0,0,0,0
1.44,0,0,0,0,0,0
1.445,0,0,0,0,0,0
1.45,0,0,0,0,0,0
1.455,0,0,0,0,0,0
1.46,0,0,0,0,0,0
1.465,0,0,0,0,0,0
1.47,0,0,0,0,0,0
1.475,0,0,0,0,0,0
1.48,0,0,0,0,0,0
1.485,0,0,0,0,0,0
1.49,0,0,0,0,0,0
1.495,0,0,0,0,0,0
1.5,0,0,0,0,0,0
1.505,0,0,0,0,0,0
1.51,0,0,0,0,0,0
1.515,0,0,0,0,0,0
1.52,0,0,0,0,0,0
1.525,0,0,0,0,0,0
1.53,0,0,0,0,0,0
1.535,0,0,0,0,0,0
1.54,0,0,0,0,0,0
1.545,0,0,0,0,0,0
1.55,0,0,0,0,0,0
1.555,0,0,0,0,0,0
1.56,0,0,0,0,0,0
1.565,0,0,0,0,0,0
1.57,0,0,0,0,0,0
1.575,0,0,0,0,0,0
1.58,0,0,0,0,0,0
1.585,0,0,0,0,0,0
1.59,0,0,0,0,0,0
1.595,0,0,0,0,0,0
1.6,0,0,0,0,0,0
1.605,0,0,0,0,0,0
1.61,0,0,0,0,0,0
1.615,0,0,0,0,0,0
1.62,0,0,0,0,0,0
1.625,0,0,0,0,0,0
1.63,0,0,0,0,0,0
1.635,0,0,0,0,0,0
1.64,0,0,0,0,0,0
1.645,0,0,0,0,0,0
1.65,0,0,0,0,0,0
1.655,0,0,0,0,0,0
1.66,0,0,0,0,0,0
1.665,0,0,0,0,0,0
1.67,0,0,0,0,0,0
1.675,0,0,0,0,0,0
1.68,0,0,0,0,0,0
1.685,0,0,0,0,0,0
1.69,0,0,0,0,0,0
1.695,0,0,0,0,0,0
1.7,0,0,0,0,0,0
1.705,0,0,0,0,0,0
1.71,0,0,0,0,0,0
1.715,0,0,0,0,0,0
1.72,0,0,0,0,0,0
1.725,0,0,0,0,0,0
1.73,0,0,0,0,0,0
1.735,0,0,0,0,0,0
1.74,0,0,0,0,0,0
1.745,0,0,0,0,0,0
1.75,0,0,0,0,0,0
1.755,0,0,0,0,0,0
1.76,0,0,0,0,0,0
1.765,0,0,0,0,0,0
1.77,0,0,0,0,0,0
1.775,0,0,0,0,0,0
1.78,0,0,0,0,0,0
1.785,0,0,0,0,0,0
1.79,0,0,0,0,0,0
1.795,0,0,0,0,0,0
1.8,0,0,0,0,0,0
1.805,0,0,0,0,0,0
1.81,0,0,0,0,0,0
1.815,0,0,0,0,0,0
1.82,0,0,0,0,0,0
1.825,0,0,0,0,0,0
1.83,0,0,0,0,0,0
1.835,0,0,0,0,0,0
1.84,0,0,0,0,0,0
1.845,0,0,0,0,0,0
1.85,0,0,0,0,0,0
1.855,0,0,0,0,0,0
1.86,0,0,0,0,0,0
1.865,0,0,0,0,0,0
1.87,0,0,0,0,0,0
1.875,0,0,0,0,0,0
1.88,0,0,0,0,0,0
1.885,0,0,0,0,0,0
1.89,0,0,0,0,0,0
1.895,0,0,0,0,0,0
1.9,0,0,0,0,0,0
1.905,0,0,0,0,0,0
1.91,0,0,0,0,0,0
1.915,0,0,0,0,0,0
1.92,0,0,0,0,0,0
1.925,0,0,0,0,0,0
1.93,0,0,0,0,0,0
1.935,0,0,0,0,0,0
1.94,0,0,0,0,0,0
1.945,0,0,0,0,0,0
1.95,0,0,0,0,0,0
1.955,0,0,0,0,0,0
1.96,0,0,0,0,0,0
1.965,0,0,0,0,0,0
1.97,0,0,0,0,0,0
1.975,0,0,0,0,0,0
1.98,0,0,0,0,0,0
1.985,0,0,0,0,0,0
1.99,0,0,0,0,0,0
1.995,0,0,0,0,0,0
2,0,0,0,0,0,0
2.005,0,0,0,0,0,0
2.01,0,0,0,0,0,0
2.015,0,0,0,0,0,0
2.02,0,0,0,0,0,0
2.025,0,0,0,0,0,0
2.03,0,0,0,0,0,0
2.035,0,0,0,0,0,0
2.04,0,0,0,0,0,0
2.045,0,0,0,0,0,0
2.05,0,0,0,0,0,0
2.055,0,0,0,0,0,0
2.06,0,0,0,0,0,0
2.065,0,0,0,0,0,0
2.07,0,0,0,0,0,0
2.075,0,0,0,0,0,0
2.08,0,0,0,0,0,0
2.085,0,0,0,0,0,0
2.09,0,0,0,0,0,0
2.095,0,0,0,0,0,0
2.1,0,0,0,0,0,0
2.105,0,0,0,0,0,0
2.11,0,0,0,0,0,0
2.115,0,0,0,0,0,0
2.12,0,0,0,0,0,0
2.125,0,0,0,0,0,0
2.13,0,0,0,0,0,0
2.135,0,0,0,0,0,0
2.14,0,0,0,0,0,0
2.145,0,0,0,0,0,0
2.15,0,0,0,0,0,0
2.155,0,0,0,0,0,0
2.16,0,0,0,0,0,0
2.165,0,0,0,0,0,0
2.17,0,0,0,0,0,0
2.175,0,0,0,0,0,0
2.18,0,0,0,0,0,0
2.185,0,0,0,0,0,0
2.19,0,0,0,0,0,0
2.195,0,0,0,0,0,0
2.2,0,0,0,0,0,0
2.205,0,0,0,0,0,0
2.21,0,0,0,0,0,0
2.215,0,0,0,0,0,0
2.22,0,0,0,0,0,0
2.225,0,0,0,0,0,0
2.23,0,0,0,0,0,0
2.235,0,0,0,0,0,0
2.24,0,0,0,0,0,0
2.245,0,0,0,0,0,0
2.25,0,2.19897461,0,2.19897461,0,0
2.255,0,2.19897461,0,2.20362854,0,0
2.26,0,2.19897461,0,2.20828247,0,0
2.265,0,2.19897461,0,2.21295166,0,0
2.27,0,2.22389221,0,2.22389221,0,0
2.275,0,2.36230469,0,2.36230469,0,0
2.28,0,2.35653687,0,2.35653687,0,0
2.285,0,2.35653687,0,2.35575867,0,0
2.29,0,2.32849121,0,2.32849121,0,0
2.295,0,2.40597534,0,2.40597534,0,0
2.3,0,2.40597534,0,2.41763306,0,0
2.305,0,2.40597534,0,2.42930603,0,0
2.31,0,2.37219238,0,2.37219238,0,0
2.315,0,2.32910156,0,2.32910156,0,0
2.32,0,2.32910156,0,2.32220459,0,0
2.325,0,2.32910156,0,2.31530762,0,0
2.33,0,2.32910156,0,2.30841064,0,0
2.335,0,2.32910156,0,2.30151367,0,0
2.34,0,2.35054016,0,2.35054016,0,0
2.345,0,2.40664673,0,2.40664673,0,0
2.35,0,3.02754211,0,3.02754211,0,0
2.355,0,3.42301941,0,3.42301941,0,0
2.36,0,3.85612488,0,3.85612488,0,0
2.365,0,3.85612488,0,3.91297913,0,0
2.37,0,3.85612488,0,3.96984863,0,0
2.375,0,3.85612488,0,4.02670288,0,0
2.38,0,3.8117218,0,3.8117218,0,0
2.385,0,3.8117218,0,3.80639648,0,0
2.39,0,3.8117218,0,3.80108643,0,0
2.395,0,3.8117218,0,3.79577637,0,0
2.4,0,3.74562073,0,3.74562073,0,0
2.405,0,3.76748657,0,3.76748657,0,0
2.41,0,3.74807739,0,3.74807739,0,0
2.415,0,3.74807739,0,3.74612427,0,0
2.42,0,3.85762024,0,3.85762024,0,0
2.425,0,3.83265686,0,3.83265686,0,0
2.43,0,3.83265686,0,3.8289032,0,0
2.435,0,3.83265686,0,3.82513428,0,0
2.44,0,3.79698181,0,3.79698181,0,0
2.445,0,3.51689148,0,3.51689148,0,0
2.45,0,3.51689148,0,3.47343445,0,0
2.455,0,3.51689148,0,3.42997742,0,0
2.46,0,3.50505066,0,3.50505066,0,0
2.465,0,3.21632385,0,3.21632385,0,0
2.47,0,3.21632385,0,3.17860413,0,0
2.475,0,3.21632385,0,3.14086914,0,0
2.48,0,2.60942078,0,2.60942078,0,0
2.485,0,2.23136902,0,2.23136902,0,0
2.49,0,2.23136902,0,2.21606445,0,0
2.495,0,2.23136902,0,2.20075989,0,0
2.5,0,2.22514343,0,2.22514343,0,0
2.505,0,2.6933136,0,2.6933136,0,0
2.51,0,2.6933136,0,2.71760559,0,0
2.515,0,2.6933136,0,2.74189758,0,0
2.52,0,3.24954224,0,3.24954224,0,0
2.525,0,3.56340027,0,3.56340027,0,0
2.53,0,3.56340027,0,3.55514526,0,0
2.535,0,3.56340027,0,3.54689026,0,0
2.54,0,3.22059631,0,3.22059631,0,0
2.545,0,2.6245575,0,2.6245575,0,0
2.55,0,2.43034363,0,2.43034363,0,0
2.555,0,2.43034363,0,2.40272522,0,0
2.56,0,2.07540894,0,2.07540894,0,0
2.565,0,2.07540894,0,5.01020813,0,0
2.57,0,2.07540894,0,7.94500732,0,0
2.575,0,2.07540894,0,10.8798218,0,0
2.58,0,2.4821167,0,2.4821167,0,0
2.585,0,2.26745605,0,2.26745605,0,0
2.59,0,2.26745605,0,2.23712158,0,0
2.595,0,2.26745605,0,2.20678711,0,0
2.6,0,2.37416077,0,2.37416077,0,0
2.605,0,2.10093689,0,2.10093689,0,0
2.61,0,2.08201599,0,2.08201599,0,0
2.615,0,2.08201599,0,2.07878113,0,0
2.62,0,2.31568909,0,2.31568909,0,0
2.625,0,2.03718567,0,2.03718567,0,0
2.63,0,2.03718567,0,1.97781372,0,0
2.635,0,2.03718567,0,1.91844177,0,0
2.64,0,1.21269226,0,1.21269226,0,0
2.645,0,1.95178223,0,1.95178223,0,0
2.65,0,1.95178223,0,1.8788147,0,0
2.655,0,1.95178223,0,1.80583191,0,0
2.66,0,2.15261841,0,2.15261841,0,0
2.665,0,2.10835266,0,2.10835266,0,0
2.67,0,2.10835266,0,2.08425903,0,0
2.675,0,2.10835266,0,2.06016541,0,0
2.68,0,1.65126038,0,1.65126038,0,0
2.685,0,1.22047424,0,1.22047424,0,0
2.69,0,1.22047424,0,1.18505859,0,0
2.695,0,1.22047424,0,1.14964294,0,0
2.7,0,0.618789673,0,0.618789673,0,0
2.705,0,0.671127319,0,0.671127319,0,0
2.71,0,0.671127319,0,0.660476685,0,0
2.715,0,0.671127319,0,0.649810791,0,0
2.72,0,0.671127319,0,0.639160156,0,0
2.725,0,0.671127319,0,0.628494263,0,0
2.73,0,1.14881897,0,1.14881897,0,0
2.735,0,1.11299133,0,1.11299133,0,0
2.74,0,1.11299133,0,1.18074036,0,0
2.745,0,1.11299133,0,1.24848938,0,0
2.75,0,0.484725952,0,0.484725952,0,0
2.755,0,0.0753479004,0,0.0753479004,0,0
2.76,0,0.0753479004,0,-0.00300598145,0,0
2.765,0,0.0753479004,0,-0.0813598633,0,0
2.77,0,0.355422974,0,0.355422974,0,0
2.775,0,0.688079834,0,0.688079834,0,0
2.78,0,0.688079834,0,0.704650879,0,0
2.785,0,0.688079834,0,0.721206665,0,0
2.79,0,0.590423584,0,0.590423584,0,0
2.795,0,0.833877563,0,0.833877563,0,0
2.8,0,0.833877563,0,0.99887085,0,0
2.805,0,0.833877563,0,1.16386414,0,0
2.81,0,0.64982605,0,0.64982605,0,0
2.815,0,0.689666748,0,0.689666748,0,0
2.82,0,0.689666748,0,0.695846558,0,0
2.825,0,0.689666748,0,0.702026367,0,0
2.83,0,0.950531006,0,0.950531006,0,0
2.835,0,-0.128540039,0,-0.128540039,0,0
2.84,0,-0.128540039,0,-0.295959473,0,0
2.845,0,-0.128540039,0,-0.463378906,0,0
2.85,0,0.511276245,0,0.511276245,0,0
2.855,0,0.673995972,0,0.673995972,0,0
2.86,0,0.673995972,0,0.698501587,0,0
2.865,0,0.673995972,0,0.722991943,0,0
2.87,0,0.940582275,0,0.940582275,0,0
2.875,0,0.99571228,0,0.99571228,0,0
2.88,0,0.99571228,0,1.00427246,0,0
2.885,0,0.99571228,0,1.01281738,0,0
2.89,0,1.0231781,0,1.0231781,0,0
2.895,0,0.618331909,0,0.618331909,0,0
2.9,0,0.618331909,0,0.55355835,0,0
2.905,0,0.618331909,0,0.48878479,0,0
2.91,0,0.638442993,0,0.638442993,0,0
2.915,0,0.79850769,0,0.79850769,0,0
2.92,0,0.79850769,0,0.822601318,0,0
2.925,0,0.79850769,0,0.846710205,0,0
2.93,0,1.1915741,0,1.1915741,0,0
2.935,0,1.22299194,0,1.22299194,0,0
2.94,0,0.917633057,0,0.917633057,0,0
2.945,0,0.917633057,0,0.886550903,0,0
2.95,0,0.841674805,0,0.841674805,0,0
2.955,0,0.0385742188,0,0.0385742188,0,0
2.96,0,0.0385742188,0,-0.0122680664,0,0
2.965,0,0.0385742188,0,-0.0631256104,0,0
2.97,0,0.349197388,0,0.349197388,0,0
2.975,0,0.0660858154,0,0.0660858154,0,0
2.98,0,0.0660858154,0,0.0179290771,0,0
2.985,0,0.0660858154,0,-0.0302124023,0,0
2.99,0,0.314361572,0,0.314361572,0,0
2.995,0,0.146713257,0,0.146713257,0,0
3,0,0.146713257,0,0.116226196,0,0
3.005,0,0.146713257,0,0.085723877,0,0
3.01,0,-0.58052063,0,-0.58052063,0,0
3.015,0,-0.267440796,0,-0.267440796,0,0
3.02,0,-0.267440796,0,-0.222915649,0,0
3.025,0,-0.267440796,0,-0.178390503,0,0
3.03,0,-0.231369019,0,-0.231369019,0,0
3.035,0,-0.308670044,0,-0.308670044,0,0
3.04,0,-0.308670044,0,-0.318328857,0,0
3.045,0,-0.308670044,0,-0.327972412,0,0
3.05,0,0.306121826,0,0.306121826,0,0
3.055,0,0.124847412,0,0.124847412,0,0
3.06,0,0.124847412,0,0.0975494385,0,0
3.065,0,0.124847412,0,0.0702514648,0,0
3.07,0,0.444671631,0,0.444671631,0,0
3.075,0,-0.0567932129,0,-0.0567932129,0,0
3.08,0,-0.0567932129,0,-0.137023926,0,0
3.085,0,-0.0567932129,0,-0.217254639,0,0
3.09,0,0.32043457,0,0.32043457,0,0
3.095,0,0.760223389,0,0.760223389,0,0
3.1,0,0.760223389,0,0.824554443,0,0
3.105,0,0.760223389,0,0.888900757,0,0
3.11,0,0.760223389,0,0.953231812,0,0
3.115,0,0.760223389,0,1.01756287,0,0
3.12,0,0.503494263,0,0.503494263,0,0
3.125,0,0.404556274,0,0.404556274,0,0
3.13,0,0.987426758,0,0.987426758,0,0
3.135,0,0.694824219,0,0.694824219,0,0
3.14,0,0.694824219,0,0.65171814,0,0
3.145,0,0.694824219,0,0.608627319,0,0
3.15,0,0.694824219,0,0.565536499,0,0
3.155,0,0.694824219,0,0.52243042,0,0
3.16,0,1.23576355,0,1.23576355,0,0
3.165,0,1.40602112,0,1.40602112,0,0
3.17,0,1.40602112,0,1.42956543,0,0
3.175,0,1.40602112,0,1.453125,0,0
3.18,0,1.52409363,0,1.52409363,0,0
3.185,0,1.76119995,0,1.76119995,0,0
3.19,0,1.24725342,0,1.24725342,0,0
3.195,0,1.24725342,0,1.18307495,0,0
3.2,0,0.995513916,0,0.995513916,0,0
3.205,0,1.1444397,0,1.1444397,0,0
3.21,0,1.1444397,0,1.16827393,0,0
3.215,0,1.1444397,0,1.19210815,0,0
3.22,0,1.46536255,0,1.46536255,0,0
3.225,0,1.66465759,0,1.66465759,0,0
3.23,0,1.66465759,0,1.6975708,0,0
3.235,0,1.66465759,0,1.73048401,0,0
3.24,0,2.04368591,0,2.04368591,0,0
3.245,0,1.64308167,0,1.64308167,0,0
3.25,0,1.64308167,0,1.58610535,0,0
3.255,0,1.64308167,0,1.52912903,0,0
3.26,0,1.44628906,0,1.44628906,0,0
3.265,0,2.01739502,0,2.01739502,0,0
3.27,0,2.01739502,0,2.11172485,0,0
3.275,0,2.01739502,0,2.20603943,0,0
3.28,0,2.11810303,0,2.11810303,0,0
3.285,0,2.23582458,0,2.23582458,0,0
3.29,0,2.23582458,0,2.25408936,0,0
3.295,0,2.23582458,0,2.27235413,0,0
3.3,0,1.55253601,0,1.55253601,0,0
3.305,0,1.61076355,0,1.61076355,0,0
3.31,0,1.61076355,0,1.61572266,0,0
3.315,0,1.61076355,0,1.62069702,0,0
3.32,0,0.87940979,0,0.87940979,0,0
3.325,0,0.245773315,0,0.245773315,0,0
3.33,0,0.357772827,0,0.357772827,0,0
3.335,0,0.357772827,0,0.320266724,0,0
3.34,0,0.0743865967,0,0.0743865967,0,0
3.345,0,0.0743865967,0,0.055557251,0,0
3.35,0,0.0743865967,0,0.0367126465,0,0
3.355,0,0.0743865967,0,0.0178833008,0,0
3.36,0,0.465774536,0,0.465774536,0,0
3.365,0,0.656219482,0,0.656219482,0,0
3.37,0,0.656219482,0,0.682571411,0,0
3.375,0,0.656219482,0,0.70892334,0,0
3.38,0,2.25743103,0,2.25743103,0,0
3.385,0,2.68058777,0,2.68058777,0,0
3.39,0,2.68058777,0,2.74430847,0,0
3.395,0,2.68058777,0,2.80802917,0,0
3.4,0,2.35548401,0,2.35548401,0,0
3.405,0,2.35548401,0,2.32627869,0,0
3.41,0,2.35548401,0,2.29707336,0,0
3.415,0,2.35548401,0,2.26786804,0,0
3.42,0,2.86830139,0,2.86830139,0,0
3.425,0,2.86830139,0,2.88948059,0,0
3.43,0,2.86830139,0,2.91064453,0,0
3.435,0,2.86830139,0,2.93182373,0,0
3.44,0,2.86830139,0,2.95300293,0,0
3.445,0,2.86830139,0,2.97416687,0,0
3.45,0,2.86830139,0,2.99534607,0,0
3.455,0,2.86830139,0,3.01652527,0,0
3.46,0,2.86830139,0,3.03770447,0,0
3.465,0,2.86830139,0,3.05886841,0,0
3.47,0,2.86830139,0,3.08004761,0,0
3.475,0,2.86830139,0,3.10122681,0,0
3.48,0,2.86830139,0,3.12239075,0,0
3.485,0,2.86830139,0,3.14356995,0,0
3.49,0,2.86830139,0,3.16474915,0,0
3.495,0,2.86830139,0,3.18591309,0,0
3.5,0,2.86830139,0,3.20709229,0,0
3.505,0,2.86830139,0,3.22827148,0,0
3.51,0,2.86830139,0,3.24943542,0,0
3.515,0,2.86830139,0,3.27061462,0,0
3.52,0,2.86830139,0,3.29179382,0,0
3.525,0,2.86830139,0,3.31297302,0,0
3.53,0,2.86830139,0,3.33413696,0,0
3.535,0,2.86830139,0,3.35531616,0,0
3.54,0,2.86830139,0,3.37649536,0,0
3.545,0,2.86830139,0,3.3976593,0,0
3.55,0,2.86830139,0,3.4188385,0,0
3.555,0,2.86830139,0,3.4400177,0,0
3.56,0,2.86830139,0,3.46118164,0,0
3.565,0,2.86830139,0,3.48236084,0,0
3.57,0,2.86830139,0,3.50354004,0,0
3.575,0,2.86830139,0,3.52470398,0,0
3.58,0,2.86830139,0,3.54588318,0,0
3.585,0,2.86830139,0,3.56706238,0,0
3.59,0,2.86830139,0,3.58822632,0,0
3.595,0,2.86830139,0,3.60940552,0,0
3.6,0,2.86830139,0,3.63058472,0,0
3.605,0,2.86830139,0,3.65176392,0,0
3.61,0,2.86830139,0,3.67292786,0,0
3.615,0,2.86830139,0,3.69410706,0,0
3.62,0,2.86830139,0,3.71528625,0,0
