signal_label,panel_index,panel_title,matched,signal_id,csv_file,status
src1_y,1,,1,62742,src1_y.csv,ok
src2_y,1,,1,62738,src2_y.csv,ok
pred1_y,1,,1,62734,pred1_y.csv,ok
pred2_y,1,,1,62730,pred2_y.csv,ok
fused_y,1,,1,62726,fused_y.csv,ok
safe_y,1,,1,62722,safe_y.csv,ok
safe_to_drive,2,,0,0,,not_found
safe_speed_norm,2,,0,0,,not_found
