pc_time_iso,pc_time_unix,sender_ip,sender_port,source_id,seq,t_ms,flags,valid,deadman,move_en,speed_pct,fps_hz,x_m,y_m,z_m,yaw_deg,yaw_deg_unwrapped,yaw_rate_dps,crc_rx,crc_calc,crc_ok
2026-07-02T00:27:19.965+02:00,1782944839.965998,192.168.0.36,43182,1,984,1479051,1,1,0,0,20,30,-0.168725,0.045564,0.004614,-173.368988,-173.368896,1.806050,67F3,67F3,1
2026-07-02T00:27:19.967+02:00,1782944839.967023,192.168.0.36,43182,1,985,1479122,1,1,0,0,20,30,-0.168612,0.045520,0.005868,-173.285583,-173.285507,5.371686,BA86,BA86,1
2026-07-02T00:27:20.170+02:00,1782944840.170762,192.168.0.36,43182,1,987,1479249,1,1,0,0,20,30,-0.169530,0.045701,0.005009,-173.289169,-173.289093,0.448718,7FDF,7FDF,1
2026-07-02T00:27:20.173+02:00,1782944840.173371,192.168.0.36,43182,1,988,1479317,1,1,0,0,20,30,-0.169286,0.045770,0.004982,-173.313095,-173.313034,0.275722,1303,1303,1
2026-07-02T00:27:20.275+02:00,1782944840.275265,192.168.0.36,43182,1,989,1479380,1,1,0,0,20,30,-0.169604,0.045250,0.007874,-173.269348,-173.269302,1.993816,ABF7,ABF7,1
2026-07-02T00:27:20.276+02:00,1782944840.276432,192.168.0.36,43182,1,990,1479446,1,1,0,0,20,30,-0.169848,0.045261,0.006657,-173.046326,-173.046280,3.337199,E4BB,E4BB,1
2026-07-02T00:27:20.374+02:00,1782944840.374738,192.168.0.36,43182,1,991,1479517,1,1,0,0,20,30,-0.169840,0.045224,0.007633,-173.133362,-173.133316,-2.529197,269D,269D,1
2026-07-02T00:27:20.477+02:00,1782944840.477841,192.168.0.36,43182,1,992,1479586,1,1,0,0,20,30,-0.170242,0.045356,0.008881,-173.082687,-173.082657,3.077670,D694,D694,1
2026-07-02T00:27:20.582+02:00,1782944840.582026,192.168.0.36,43182,1,994,1479719,1,1,0,0,20,30,-0.170369,0.045286,0.009092,-173.095367,-173.095352,-3.081522,A89F,A89F,1
2026-07-02T00:27:20.682+02:00,1782944840.682169,192.168.0.36,43182,1,995,1479786,1,1,0,0,20,30,-0.170330,0.045190,0.010057,-172.876694,-172.876678,3.857347,5F85,5F85,1
2026-07-02T00:27:20.785+02:00,1782944840.785242,192.168.0.36,43182,1,997,1479922,1,1,0,0,20,30,-0.170551,0.045089,0.010129,-172.939758,-172.939743,-2.435691,3585,3585,1
2026-07-02T00:27:20.887+02:00,1782944840.887587,192.168.0.36,43182,1,998,1479988,1,1,0,0,20,30,-0.170154,0.044761,0.009843,-172.815201,-172.815186,5.982143,22F5,22F5,1
2026-07-02T00:27:20.889+02:00,1782944840.889071,192.168.0.36,43182,1,999,1480050,1,1,0,0,20,30,-0.168586,0.045438,0.008822,-173.016876,-173.016876,-1.175987,232C,232C,1
2026-07-02T00:27:20.990+02:00,1782944840.990108,192.168.0.36,43182,1,1000,1480116,1,1,0,0,20,30,-0.168502,0.045560,0.005683,-173.260406,-173.260406,-4.034483,33A0,33A0,1
2026-07-02T00:27:21.092+02:00,1782944841.092367,192.168.0.36,43182,1,1001,1480205,1,1,0,0,20,20,-0.166670,0.045864,0.008239,-173.215286,-173.215302,-0.022947,016B,016B,1
2026-07-02T00:27:21.194+02:00,1782944841.194768,192.168.0.36,43182,1,1002,1480272,1,1,0,0,20,30,-0.166032,0.045743,0.003100,-173.209702,-173.209717,5.833929,9FB7,9FB7,1
2026-07-02T00:27:21.196+02:00,1782944841.196386,192.168.0.36,43182,1,1003,1480331,1,1,0,0,20,30,-0.165942,0.045382,0.004287,-173.369522,-173.369537,4.742754,F297,F297,1
2026-07-02T00:27:21.298+02:00,1782944841.298500,192.168.0.36,43182,1,1005,1480448,1,1,0,0,20,30,-0.164817,0.045625,0.002496,-173.597946,-173.597977,-5.802260,5DB1,5DB1,1
2026-07-02T00:27:21.400+02:00,1782944841.400503,192.168.0.36,43182,1,1006,1480514,1,1,0,0,20,30,-0.164662,0.045708,0.001664,-173.676208,-173.676224,-1.403571,68E0,68E0,1
2026-07-02T00:27:21.503+02:00,1782944841.503583,192.168.0.36,43182,1,1007,1480586,1,1,0,0,20,30,-0.164683,0.046052,-0.000885,-173.448837,-173.448837,7.827947,106B,106B,1
2026-07-02T00:27:21.504+02:00,1782944841.504644,192.168.0.36,43182,1,1008,1480651,1,1,0,0,20,30,-0.163878,0.046245,-0.000581,-173.615494,-173.615494,0.459302,D060,D060,1
2026-07-02T00:27:21.604+02:00,1782944841.604577,192.168.0.36,43182,1,1009,1480723,1,1,0,0,20,30,-0.163660,0.046377,-0.003174,-173.518524,-173.518524,1.813144,D2F8,D2F8,1
2026-07-02T00:27:21.706+02:00,1782944841.706047,192.168.0.36,43182,1,1010,1480788,1,1,0,0,20,30,-0.163724,0.046251,-0.003997,-173.432175,-173.432175,2.026230,FFE1,FFE1,1
2026-07-02T00:27:21.707+02:00,1782944841.707649,192.168.0.36,43182,1,1011,1480856,1,1,0,0,20,30,-0.164547,0.045962,-0.000335,-173.284286,-173.284286,-1.755155,FD3B,FD3B,1
2026-07-02T00:27:21.809+02:00,1782944841.809432,192.168.0.36,43182,1,1012,1480917,1,1,0,0,20,30,-0.164800,0.046167,-0.001454,-173.148849,-173.148849,5.738014,4C13,4C13,1
2026-07-02T00:27:21.810+02:00,1782944841.810430,192.168.0.36,43182,1,1013,1480972,1,1,0,0,20,30,-0.165581,0.045939,0.002166,-173.148224,-173.148209,0.494159,05E7,05E7,1
2026-07-02T00:27:22.014+02:00,1782944842.014298,192.168.0.36,43182,1,1015,1481103,1,1,0,0,20,30,-0.167173,0.045547,0.005948,-172.822464,-172.822449,3.797212,E7AA,E7AA,1
2026-07-02T00:27:22.219+02:00,1782944842.219125,192.168.0.36,43182,1,1018,1481303,1,1,0,0,20,30,-0.168410,0.044802,0.007152,-172.591599,-172.591583,3.292462,86B6,86B6,1
2026-07-02T00:27:22.219+02:00,1782944842.219125,192.168.0.36,43182,1,1019,1481369,1,1,0,0,20,30,-0.168376,0.044547,0.007592,-172.608292,-172.608276,2.702679,9B63,9B63,1
2026-07-02T00:27:22.320+02:00,1782944842.320934,192.168.0.36,43182,1,1020,1481435,1,1,0,0,20,30,-0.168450,0.044595,0.007854,-172.583130,-172.583099,-2.752830,C871,C871,1
2026-07-02T00:27:22.424+02:00,1782944842.424181,192.168.0.36,43182,1,1021,1481503,1,1,0,0,20,30,-0.168544,0.044411,0.006878,-172.619949,-172.619934,-1.527132,45A2,45A2,1
2026-07-02T00:27:22.425+02:00,1782944842.425179,192.168.0.36,43182,1,1022,1481575,1,1,0,0,20,30,-0.168370,0.044637,0.006439,-172.603821,-172.603790,0.832596,7582,7582,1
2026-07-02T00:27:22.525+02:00,1782944842.525804,192.168.0.36,43182,1,1023,1481637,1,1,0,0,20,30,-0.168030,0.044569,0.005752,-172.609680,-172.609650,-0.174912,7036,7036,1
2026-07-02T00:27:22.526+02:00,1782944842.526748,192.168.0.36,43182,1,1024,1481703,1,1,0,0,20,30,-0.167258,0.045438,0.004472,-172.903702,-172.903687,-4.406140,914D,914D,1
2026-07-02T00:27:22.628+02:00,1782944842.628755,192.168.0.36,43182,1,1025,1481769,1,1,0,0,20,30,-0.167652,0.044379,0.006278,-172.788116,-172.788086,3.530357,FA67,FA67,1
2026-07-02T00:27:22.730+02:00,1782944842.730839,192.168.0.36,43182,1,1026,1481837,1,1,0,0,20,30,-0.166594,0.045157,0.002879,-172.924850,-172.924805,-2.726148,D0F7,D0F7,1
2026-07-02T00:27:22.833+02:00,1782944842.833157,192.168.0.36,43182,1,1028,1481978,1,1,0,0,20,30,-0.166658,0.044923,0.003685,-173.032761,-173.032730,-3.345166,8A23,8A23,1
2026-07-02T00:27:22.935+02:00,1782944842.935532,192.168.0.36,43182,1,1029,1482050,1,1,0,0,20,30,-0.165712,0.045410,0.002060,-173.061371,-173.061340,-1.398333,ED32,ED32,1
2026-07-02T00:27:22.937+02:00,1782944842.937119,192.168.0.36,43182,1,1030,1482113,1,1,0,0,20,30,-0.165952,0.045452,0.002358,-173.157272,-173.157242,0.280858,A1C6,A1C6,1
2026-07-02T00:27:23.037+02:00,1782944843.037285,192.168.0.36,43182,1,1031,1482182,1,1,0,0,20,30,-0.165925,0.045321,0.003024,-173.181610,-173.181564,2.149628,E8E8,E8E8,1
2026-07-02T00:27:23.140+02:00,1782944843.140203,192.168.0.36,43182,1,1032,1482242,1,1,0,0,20,30,-0.166026,0.045255,0.001620,-173.025757,-173.025696,7.515067,2759,2759,1
2026-07-02T00:27:23.141+02:00,1782944843.141241,192.168.0.36,43182,1,1033,1482311,1,1,0,0,20,30,-0.165757,0.045730,0.001303,-173.260483,-173.260406,-5.802679,16F9,16F9,1
2026-07-02T00:27:23.243+02:00,1782944843.243420,192.168.0.36,43182,1,1034,1482381,1,1,0,0,20,30,-0.165226,0.045974,0.003654,-173.204514,-173.204437,1.389545,5908,5908,1
2026-07-02T00:27:23.345+02:00,1782944843.345340,192.168.0.36,43182,1,1035,1482449,1,1,0,0,20,30,-0.165978,0.045958,0.001610,-173.155243,-173.155167,-2.523768,345B,345B,1
2026-07-02T00:27:23.345+02:00,1782944843.345931,192.168.0.36,43182,1,1036,1482515,1,1,0,0,20,30,-0.167022,0.045677,0.004413,-173.034790,-173.034714,1.546682,5C34,5C34,1
2026-07-02T00:27:23.447+02:00,1782944843.447790,192.168.0.36,43182,1,1037,1482581,1,1,0,0,20,30,-0.167096,0.045540,0.004230,-172.943588,-172.943512,1.534345,43F7,43F7,1
2026-07-02T00:27:23.549+02:00,1782944843.549906,192.168.0.36,43182,1,1038,1482643,1,1,0,0,20,30,-0.167487,0.045301,0.005277,-172.728882,-172.728806,9.934302,CF42,CF42,1
2026-07-02T00:27:23.553+02:00,1782944843.553347,192.168.0.36,43182,1,1039,1482711,1,1,0,0,20,30,-0.168181,0.045028,0.006630,-172.799225,-172.799149,6.023496,E9A3,E9A3,1
2026-07-02T00:27:23.755+02:00,1782944843.755151,192.168.0.36,43182,1,1041,1482846,1,1,0,0,20,30,-0.168835,0.045037,0.006672,-172.755035,-172.754944,-0.988550,385A,385A,1
2026-07-02T00:27:23.756+02:00,1782944843.756236,192.168.0.36,43182,1,1042,1482919,1,1,0,0,20,30,-0.168445,0.045256,0.007028,-172.802216,-172.802124,-1.019174,B9AC,B9AC,1
2026-07-02T00:27:23.857+02:00,1782944843.857952,192.168.0.36,43182,1,1043,1482983,1,1,0,0,20,30,-0.168249,0.045412,0.005875,-172.761673,-172.761581,-2.281949,C87A,C87A,1
2026-07-02T00:27:24.061+02:00,1782944844.061679,192.168.0.36,43182,1,1046,1483183,1,1,0,0,20,30,-0.167963,0.045342,0.005349,-172.867142,-172.867020,0.523881,9C46,9C46,1
2026-07-02T00:27:24.164+02:00,1782944844.164674,192.168.0.36,43182,1,1047,1483252,1,1,0,0,20,30,-0.168278,0.045491,0.005623,-172.987839,-172.987701,-3.660494,5CCC,5CCC,1
2026-07-02T00:27:24.166+02:00,1782944844.166057,192.168.0.36,43182,1,1048,1483317,1,1,0,0,20,30,-0.167603,0.045530,0.006498,-172.908752,-172.908615,0.177281,C8CD,C8CD,1
2026-07-02T00:27:24.267+02:00,1782944844.267526,192.168.0.36,43182,1,1049,1483387,1,1,0,0,20,30,-0.166849,0.045345,0.005201,-172.996201,-172.996048,0.110243,4949,4949,1
2026-07-02T00:27:24.369+02:00,1782944844.369148,192.168.0.36,43182,1,1050,1483449,1,1,0,0,20,30,-0.166485,0.045984,0.001777,-173.191315,-173.191177,-5.832117,18AD,18AD,1
2026-07-02T00:27:24.370+02:00,1782944844.370223,192.168.0.36,43182,1,1051,1483528,1,1,0,0,20,30,-0.166447,0.045503,0.003722,-172.892670,-172.892532,2.686391,CEE4,CEE4,1
2026-07-02T00:27:24.472+02:00,1782944844.472922,192.168.0.36,43182,1,1053,1483638,1,1,0,0,20,30,-0.165630,0.046288,0.001790,-173.322357,-173.322220,-1.525316,F1EF,F1EF,1
2026-07-02T00:27:24.574+02:00,1782944844.574078,192.168.0.36,43182,1,1054,1483705,1,1,0,0,20,30,-0.165356,0.046478,0.004583,-173.195816,-173.195679,3.764734,A126,A126,1
2026-07-02T00:27:24.677+02:00,1782944844.677064,192.168.0.36,43182,1,1056,1483850,1,1,0,0,20,30,-0.165949,0.046174,0.003219,-173.220764,-173.220612,2.065916,000F,000F,1
2026-07-02T00:27:24.778+02:00,1782944844.778576,192.168.0.36,43182,1,1057,1483916,1,1,0,0,20,30,-0.166129,0.045963,0.001898,-173.226929,-173.226791,-0.945205,36C0,36C0,1
2026-07-02T00:27:24.886+02:00,1782944844.886691,192.168.0.36,43182,1,1059,1484058,1,1,0,0,20,30,-0.166401,0.045575,0.002744,-172.976212,-172.976059,-0.216772,2F7A,2F7A,1
2026-07-02T00:27:24.984+02:00,1782944844.984359,192.168.0.36,43182,1,1060,1484109,1,1,0,0,20,30,-0.167366,0.045028,0.005902,-172.885376,-172.885223,4.041209,A5C2,A5C2,1
2026-07-02T00:27:25.086+02:00,1782944845.086382,192.168.0.36,43182,1,1061,1484183,1,1,0,0,20,30,-0.167124,0.045435,0.006134,-172.834274,-172.834122,3.259156,BEC5,BEC5,1
2026-07-02T00:27:25.086+02:00,1782944845.086970,192.168.0.36,43182,1,1062,1484246,1,1,0,0,20,30,-0.167305,0.045442,0.005172,-172.927734,-172.927567,5.669528,F5F9,F5F9,1
2026-07-02T00:27:25.188+02:00,1782944845.188772,192.168.0.36,43182,1,1063,1484320,1,1,0,0,20,30,-0.168136,0.045462,0.006393,-172.999344,-172.999176,-2.262281,916E,916E,1
2026-07-02T00:27:25.291+02:00,1782944845.291079,192.168.0.36,43182,1,1064,1484383,1,1,0,0,20,30,-0.167810,0.045227,0.006046,-172.780701,-172.780533,0.266059,A9D1,A9D1,1
2026-07-02T00:27:25.292+02:00,1782944845.292051,192.168.0.36,43182,1,1065,1484448,1,1,0,0,20,30,-0.167961,0.045433,0.005022,-172.758362,-172.758194,3.293440,DFC1,DFC1,1
2026-07-02T00:27:25.496+02:00,1782944845.496008,192.168.0.36,43182,1,1067,1484586,1,1,0,0,20,30,-0.167342,0.045836,0.004501,-172.953064,-172.952927,-4.331148,53C1,53C1,1
2026-07-02T00:27:25.497+02:00,1782944845.497021,192.168.0.36,43182,1,1068,1484646,1,1,0,0,20,30,-0.167120,0.045637,0.004529,-172.992081,-172.991928,-2.194323,CC2D,CC2D,1
2026-07-02T00:27:25.598+02:00,1782944845.598229,192.168.0.36,43182,1,1069,1484715,1,1,0,0,20,30,-0.167128,0.045193,0.004565,-172.911270,-172.911118,0.880996,81BF,81BF,1
2026-07-02T00:27:25.700+02:00,1782944845.700783,192.168.0.36,43182,1,1070,1484786,1,1,0,0,20,30,-0.166713,0.045633,0.003153,-173.003876,-173.003708,0.118590,D4DB,D4DB,1
2026-07-02T00:27:25.802+02:00,1782944845.802690,192.168.0.36,43182,1,1072,1484917,1,1,0,0,20,30,-0.166308,0.045504,0.002804,-173.130310,-173.130127,-5.366007,980A,980A,1
2026-07-02T00:27:25.907+02:00,1782944845.907214,192.168.0.36,43182,1,1074,1485056,1,1,0,0,20,30,-0.165935,0.046183,0.001031,-173.308243,-173.308090,-4.715768,5178,5178,1
2026-07-02T00:27:26.007+02:00,1782944846.007833,192.168.0.36,43182,1,1075,1485119,1,1,0,0,20,30,-0.166085,0.045793,0.000555,-173.142212,-173.142075,-0.320225,CD71,CD71,1
2026-07-02T00:27:26.109+02:00,1782944846.109876,192.168.0.36,43182,1,1076,1485187,1,1,0,0,20,30,-0.166236,0.045839,0.001530,-173.116058,-173.115921,0.334211,0CDE,0CDE,1
2026-07-02T00:27:26.111+02:00,1782944846.111477,192.168.0.36,43182,1,1077,1485250,1,1,0,0,20,30,-0.166855,0.045278,0.003933,-172.918396,-172.918259,3.497744,966B,966B,1
2026-07-02T00:27:26.212+02:00,1782944846.212319,192.168.0.36,43182,1,1078,1485315,1,1,0,0,20,30,-0.166900,0.045114,0.006741,-172.939926,-172.939789,4.380102,2939,2939,1
2026-07-02T00:27:26.316+02:00,1782944846.316199,192.168.0.36,43182,1,1080,1485451,1,1,0,0,20,30,-0.167600,0.045219,0.005735,-172.919281,-172.919159,0.482143,FBBB,FBBB,1
2026-07-02T00:27:26.417+02:00,1782944846.417401,192.168.0.36,43182,1,1081,1485518,1,1,0,0,20,30,-0.167935,0.045184,0.006961,-172.931259,-172.931122,-2.805825,709D,709D,1
2026-07-02T00:27:26.418+02:00,1782944846.418908,192.168.0.36,43182,1,1082,1485586,1,1,0,0,20,30,-0.167214,0.045533,0.003626,-172.974548,-172.974396,-2.147692,75C9,75C9,1
2026-07-02T00:27:26.519+02:00,1782944846.519788,192.168.0.36,43182,1,1083,1485658,1,1,0,0,20,30,-0.167289,0.045167,0.004189,-172.864822,-172.864655,4.027874,095A,095A,1
2026-07-02T00:27:26.628+02:00,1782944846.628666,192.168.0.36,43182,1,1085,1485775,1,1,0,0,20,30,-0.167602,0.045364,0.003425,-172.922867,-172.922699,0.237918,1B42,1B42,1
2026-07-02T00:27:26.828+02:00,1782944846.828366,192.168.0.36,43182,1,1088,1485979,1,1,0,0,20,30,-0.167140,0.045594,0.005277,-172.965866,-172.965668,-1.875000,5922,5922,1
2026-07-02T00:27:26.929+02:00,1782944846.929591,192.168.0.36,43182,1,1089,1486052,1,1,0,0,20,30,-0.167264,0.045591,0.005023,-173.015961,-173.015778,-2.072254,6950,6950,1
2026-07-02T00:27:27.031+02:00,1782944847.031801,192.168.0.36,43182,1,1090,1486114,1,1,0,0,20,30,-0.167063,0.045976,0.002763,-173.064545,-173.064362,-0.808824,1AB9,1AB9,1
2026-07-02T00:27:27.032+02:00,1782944847.032811,192.168.0.36,43182,1,1091,1486182,1,1,0,0,20,30,-0.167237,0.045608,0.005020,-172.956299,-172.956116,8.363248,4E86,4E86,1
2026-07-02T00:27:27.133+02:00,1782944847.133192,192.168.0.36,43182,1,1092,1486249,1,1,0,0,20,30,-0.167432,0.045273,0.004177,-172.865738,-172.865555,0.918165,415E,415E,1
2026-07-02T00:27:27.237+02:00,1782944847.237776,192.168.0.36,43182,1,1094,1486388,1,1,0,0,20,30,-0.167194,0.045195,0.007616,-172.804779,-172.804611,1.786003,EB4B,EB4B,1
2026-07-02T00:27:27.338+02:00,1782944847.338828,192.168.0.36,43182,1,1095,1486448,1,1,0,0,20,30,-0.166887,0.045746,0.003932,-172.915787,-172.915604,-3.422839,270D,270D,1
2026-07-02T00:27:27.340+02:00,1782944847.340848,192.168.0.36,43182,1,1096,1486510,1,1,0,0,20,30,-0.167024,0.045593,0.004267,-172.873276,-172.873108,-0.562771,9DA2,9DA2,1
2026-07-02T00:27:27.441+02:00,1782944847.441028,192.168.0.36,43182,1,1097,1486587,1,1,0,0,20,30,-0.167302,0.045296,0.004353,-172.844604,-172.844437,2.340872,E2FA,E2FA,1
2026-07-02T00:27:27.544+02:00,1782944847.544912,192.168.0.36,43182,1,1098,1486646,1,1,0,0,20,30,-0.167134,0.045592,0.004999,-172.911560,-172.911392,0.426535,7950,7950,1
2026-07-02T00:27:27.645+02:00,1782944847.645235,192.168.0.36,43182,1,1100,1486781,1,1,0,0,20,30,-0.167597,0.045337,0.004995,-172.988815,-172.988632,0.335088,CD18,CD18,1
2026-07-02T00:27:27.748+02:00,1782944847.748659,192.168.0.36,43182,1,1101,1486844,1,1,0,0,20,30,-0.167359,0.045162,0.005452,-172.882111,-172.881927,3.474567,9D69,9D69,1
2026-07-02T00:27:27.749+02:00,1782944847.749678,192.168.0.36,43182,1,1102,1486914,1,1,0,0,20,30,-0.167083,0.045518,0.003443,-172.910797,-172.910599,2.442269,D5D0,D5D0,1
2026-07-02T00:27:27.852+02:00,1782944847.852979,192.168.0.36,43182,1,1103,1486986,1,1,0,0,20,30,-0.167275,0.045606,0.004762,-172.986023,-172.985825,-0.011438,3F24,3F24,1
2026-07-02T00:27:27.953+02:00,1782944847.953673,192.168.0.36,43182,1,1104,1487049,1,1,0,0,20,30,-0.166830,0.045717,0.001990,-172.973160,-172.972961,-1.083333,B491,B491,1
2026-07-02T00:27:27.955+02:00,1782944847.955258,192.168.0.36,43182,1,1105,1487116,1,1,0,0,20,30,-0.166858,0.045461,0.002498,-172.887955,-172.887756,2.490741,B3BA,B3BA,1
2026-07-02T00:27:28.055+02:00,1782944848.055644,192.168.0.36,43182,1,1106,1487180,1,1,0,0,20,30,-0.167015,0.045610,0.002796,-172.966049,-172.965820,-0.262357,5BE7,5BE7,1
2026-07-02T00:27:28.159+02:00,1782944848.159499,192.168.0.36,43182,1,1107,1487246,1,1,0,0,20,30,-0.166975,0.045523,0.004406,-173.063812,-173.063599,-1.879845,D62E,D62E,1
2026-07-02T00:27:28.160+02:00,1782944848.160546,192.168.0.36,43182,1,1108,1487321,1,1,0,0,20,30,-0.166564,0.045850,0.003202,-173.041183,-173.040970,-1.300781,422D,422D,1
2026-07-02T00:27:28.260+02:00,1782944848.260485,192.168.0.36,43182,1,1109,1487383,1,1,0,0,20,30,-0.166616,0.045345,0.006319,-172.817505,-172.817307,7.680612,389F,389F,1
2026-07-02T00:27:28.363+02:00,1782944848.363270,192.168.0.36,43182,1,1110,1487447,1,1,0,0,20,30,-0.166801,0.045421,0.004215,-172.910355,-172.910172,0.594466,2C79,2C79,1
2026-07-02T00:27:28.465+02:00,1782944848.465828,192.168.0.36,43182,1,1111,1487525,1,1,0,0,20,30,-0.166356,0.045976,0.001053,-173.094223,-173.094040,-1.730655,1CA2,1CA2,1
2026-07-02T00:27:28.567+02:00,1782944848.567193,192.168.0.36,43182,1,1113,1487649,1,1,0,0,20,30,-0.166841,0.045899,0.002949,-173.064529,-173.064346,0.358395,35D2,35D2,1
2026-07-02T00:27:28.568+02:00,1782944848.568839,192.168.0.36,43182,1,1114,1487728,1,1,0,0,20,30,-0.166995,0.045702,0.002384,-173.024902,-173.024719,-0.156827,9D60,9D60,1
2026-07-02T00:27:28.670+02:00,1782944848.670849,192.168.0.36,43182,1,1115,1487805,1,1,0,0,20,20,-0.167232,0.045288,0.004813,-172.912079,-172.911896,0.588214,A69C,A69C,1
2026-07-02T00:27:28.772+02:00,1782944848.772567,192.168.0.36,43182,1,1116,1487865,1,1,0,0,20,30,-0.166450,0.045812,0.003911,-172.991470,-172.991287,0.776625,1323,1323,1
2026-07-02T00:27:28.773+02:00,1782944848.773626,192.168.0.36,43182,1,1117,1487942,1,1,0,0,20,30,-0.166548,0.045720,0.003863,-172.997940,-172.997757,0.090557,143E,143E,1
2026-07-02T00:27:28.874+02:00,1782944848.874907,192.168.0.36,43182,1,1118,1487998,1,1,0,0,20,30,-0.166957,0.045099,0.006674,-172.830399,-172.830215,1.851626,C651,C651,1
2026-07-02T00:27:29.080+02:00,1782944849.080106,192.168.0.36,43182,1,1120,1488152,1,1,0,0,20,30,-0.166747,0.045503,0.004824,-172.983688,-172.983505,-1.747475,1771,1771,1
2026-07-02T00:27:29.084+02:00,1782944849.084645,192.168.0.36,43182,1,1121,1488208,1,1,0,0,20,30,-0.166908,0.045551,0.003292,-172.900513,-172.900330,0.949283,BA08,BA08,1
2026-07-02T00:27:29.181+02:00,1782944849.181832,192.168.0.36,43182,1,1122,1488282,1,1,0,0,20,30,-0.166746,0.046123,0.000862,-173.117950,-173.117767,-4.191638,ECC4,ECC4,1
2026-07-02T00:27:29.183+02:00,1782944849.183467,192.168.0.36,43182,1,1123,1488342,1,1,0,0,20,30,-0.167173,0.045941,0.001767,-173.066238,-173.066055,-2.169149,F037,F037,1
2026-07-02T00:27:29.284+02:00,1782944849.284477,192.168.0.36,43182,1,1124,1488408,1,1,0,0,20,30,-0.166691,0.045984,0.001822,-173.093155,-173.092957,-3.870902,3C3B,3C3B,1
2026-07-02T00:27:29.387+02:00,1782944849.387339,192.168.0.36,43182,1,1125,1488471,1,1,0,0,20,30,-0.167180,0.045762,0.002225,-173.013641,-173.013443,1.820817,F1D6,F1D6,1
2026-07-02T00:27:29.387+02:00,1782944849.387339,192.168.0.36,43182,1,1126,1488539,1,1,0,0,20,30,-0.167191,0.045518,0.005594,-172.974518,-172.974319,1.414557,3A5D,3A5D,1
2026-07-02T00:27:29.489+02:00,1782944849.489677,192.168.0.36,43182,1,1127,1488612,1,1,0,0,20,30,-0.167047,0.045607,0.003932,-172.926697,-172.926514,-0.544850,E70E,E70E,1
2026-07-02T00:27:29.592+02:00,1782944849.592335,192.168.0.36,43182,1,1128,1488676,1,1,0,0,20,30,-0.167130,0.045541,0.004793,-173.007034,-173.006866,-2.983553,E5F1,E5F1,1
2026-07-02T00:27:29.593+02:00,1782944849.593334,192.168.0.36,43182,1,1129,1488741,1,1,0,0,20,30,-0.166915,0.045869,0.003253,-173.071274,-173.071136,-0.285106,DBE5,DBE5,1
2026-07-02T00:27:29.694+02:00,1782944849.694873,192.168.0.36,43182,1,1130,1488815,1,1,0,0,20,30,-0.167165,0.045547,0.004400,-173.006638,-173.006500,0.368467,3BE7,3BE7,1
2026-07-02T00:27:29.898+02:00,1782944849.898949,192.168.0.36,43182,1,1133,1489007,1,1,0,0,20,30,-0.166743,0.045481,0.003225,-172.872986,-172.872894,4.503193,F56B,F56B,1
2026-07-02T00:27:30.001+02:00,1782944850.001265,192.168.0.36,43182,1,1134,1489080,1,1,0,0,20,30,-0.167022,0.045181,0.005490,-172.883072,-172.882965,0.147541,591A,591A,1
2026-07-02T00:27:30.002+02:00,1782944850.002222,192.168.0.36,43182,1,1135,1489140,1,1,0,0,20,30,-0.166899,0.045461,0.004283,-172.888794,-172.888687,5.887563,93B0,93B0,1
2026-07-02T00:27:30.104+02:00,1782944850.104333,192.168.0.36,43182,1,1136,1489207,1,1,0,0,20,30,-0.166590,0.045484,0.003285,-172.869171,-172.869064,0.292805,5B87,5B87,1
2026-07-02T00:27:30.105+02:00,1782944850.105384,192.168.0.36,43182,1,1137,1489272,1,1,0,0,20,30,-0.166779,0.045604,0.002415,-173.021408,-173.021317,-0.125483,D9C3,D9C3,1
2026-07-02T00:27:30.206+02:00,1782944850.206362,192.168.0.36,43182,1,1138,1489341,1,1,0,0,20,30,-0.167096,0.045692,0.002704,-173.169388,-173.169296,-5.377470,AA1C,AA1C,1
2026-07-02T00:27:30.310+02:00,1782944850.310076,192.168.0.36,43182,1,1140,1489476,1,1,0,0,20,30,-0.166500,0.045882,0.004421,-172.962357,-172.962250,-0.038462,6371,6371,1
2026-07-02T00:27:30.411+02:00,1782944850.411109,192.168.0.36,43182,1,1141,1489556,1,1,0,0,20,30,-0.167191,0.045206,0.005431,-172.902802,-172.902695,0.116667,1A23,1A23,1
2026-07-02T00:27:30.513+02:00,1782944850.513863,192.168.0.36,43182,1,1142,1489621,1,1,0,0,20,30,-0.167280,0.045144,0.005502,-172.871399,-172.871292,-0.808923,9599,9599,1
2026-07-02T00:27:30.615+02:00,1782944850.615698,192.168.0.36,43182,1,1144,1489748,1,1,0,0,20,30,-0.166781,0.045416,0.004948,-172.936584,-172.936462,-1.443898,AE91,AE91,1
2026-07-02T00:27:30.718+02:00,1782944850.718549,192.168.0.36,43182,1,1145,1489814,1,1,0,0,20,30,-0.166614,0.045822,0.004904,-173.011444,-173.011322,0.217742,0D6E,0D6E,1
2026-07-02T00:27:30.820+02:00,1782944850.820901,192.168.0.36,43182,1,1147,1489946,1,1,0,0,20,30,-0.166689,0.045447,0.004940,-172.948135,-172.948013,-0.306818,FC4D,FC4D,1
2026-07-02T00:27:30.923+02:00,1782944850.923299,192.168.0.36,43182,1,1148,1490016,1,1,0,0,20,30,-0.166711,0.045863,0.002435,-173.073883,-173.073776,-4.039700,193B,193B,1
